label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,blank,RT_12C_01,RT_12C_02,RT_12C_03
,551,551,3,498.318634,3.009,0.714347,,,498.318634@3.009039,498.318634@3.009039,,0.000,0.000000,498.318634,0.00,46782.31,35362.39,37372.86
,552,552,1,402.143707,6.937,0.554570,,,402.143707@6.936783,402.143707@6.936783,,0.000,0.000000,402.143707,11031.14,29743.24,25129.31,35658.89
,553,553,2,114.064148,4.128,0.848710,,,114.064148@4.127862,114.064148@4.127862,,0.000,0.000000,114.064148,1342.18,55056.02,30750.28,45895.91
,554,554,3,264.066681,2.113,0.850087,,,264.066681@2.112617,264.066681@2.112617,,0.000,0.000000,264.066681,15160.62,38112.24,39559.39,43299.22
,555,555,2,385.007324,15.977,0.659426,,,385.007324@15.977433,385.007324@15.977433,,0.000,0.000000,385.007324,3014.02,29299.88,28008.50,14938.46
,556,556,3,460.316803,4.145,0.850300,,,460.316803@4.145221,460.316803@4.145221,,0.000,0.000000,460.316803,2948.42,32602.87,41701.37,25532.53
,557,557,2,305.068756,14.231,0.746707,,,305.068756@14.230906,305.068756@14.230906,,0.000,0.000000,305.068756,0.00,36326.41,45741.51,30149.51
,558,558,2,190.001740,3.726,0.716091,,,190.001740@3.725646,190.001740@3.725646,,0.000,0.000000,190.001740,2602.24,70445.09,38210.95,39424.79
,559,559,3,332.760071,2.214,0.849434,,,332.760071@2.213754,332.760071@2.213754,,0.000,0.000000,332.760071,13053.50,24508.29,52911.80,21826.80
,560,560,1,497.291504,4.103,0.563353,,,497.291504@4.103146,497.291504@4.103146,,0.000,0.000000,497.291504,2948.89,31460.88,29257.92,23588.73
,561,561,3,476.308258,3.022,0.850190,,,476.308258@3.021517,476.308258@3.021517,,0.000,0.000000,476.308258,0.00,42777.38,53648.17,42569.68
,562,562,3,379.358765,2.274,0.809007,,,379.358765@2.274321,379.358765@2.274321,,0.000,0.000000,379.358765,5150.02,53467.71,51514.72,40227.00
,563,563,3,341.160583,3.038,0.832458,,,341.160583@3.037558,341.160583@3.037558,,0.000,0.000000,341.160583,7762.88,43346.10,18069.52,39431.18
,564,564,1,596.784058,3.395,0.662460,,,596.784058@3.394963,596.784058@3.394963,,0.000,0.000000,596.784058,7840.39,24973.43,17585.78,41152.30
,565,565,2,260.879883,13.421,0.789245,,,260.879883@13.420811,260.879883@13.420811,,0.000,0.000000,260.879883,0.00,40799.99,41986.48,48079.49
,566,566,3,546.316467,3.028,0.850664,,,546.316467@3.027842,546.316467@3.027842,,0.000,0.000000,546.316467,3388.72,36597.81,47711.61,37328.78
,567,567,2,227.233688,3.472,0.824919,,,227.233688@3.472244,227.233688@3.472244,,0.000,0.000000,227.233688,0.00,42381.86,34099.66,42217.04
,568,568,3,442.953705,12.022,0.776704,,,442.953705@12.022429,442.953705@12.022429,,0.000,0.000000,442.953705,1499.79,40480.21,40704.37,39287.89
,569,569,2,183.027420,11.836,0.770787,,,183.027420@11.836311,183.027420@11.836311,,0.000,0.000000,183.027420,0.00,35678.17,30605.31,32306.92
,570,570,3,317.212036,4.069,0.848244,,,317.212036@4.068812,317.212036@4.068812,,0.000,0.000000,317.212036,6374.16,51795.00,36540.41,45932.36
,571,571,3,405.010864,2.256,0.850525,,,405.010864@2.255988,405.010864@2.255988,,0.000,0.000000,405.010864,3492.00,42768.11,43909.81,27232.12
,572,572,2,85.010284,11.884,0.774372,,,85.010284@11.884316,85.010284@11.884316,,0.000,0.000000,85.010284,0.00,39906.76,39664.35,41769.08
,573,573,2,458.898132,13.502,0.839956,,,458.898132@13.501904,458.898132@13.501904,,0.000,0.000000,458.898132,7950.27,25964.20,45153.97,39164.07
,574,574,1,345.131042,1.963,0.849996,,,345.131042@1.963104,345.131042@1.963104,,0.000,0.000000,345.131042,1917.61,3248.34,44847.52,2080.68
,575,575,1,147.029785,4.888,0.686906,,,147.029785@4.888341,147.029785@4.888341,,0.000,0.000000,147.029785,3051.86,106375.46,84822.91,98972.38
,576,576,3,147.029907,13.409,0.807180,,,147.029907@13.409342,147.029907@13.409342,,0.000,0.000000,147.029907,49554.57,18772154.00,13151260.00,16025504.00
,577,577,3,187.080536,2.787,0.842846,,,187.080536@2.787487,187.080536@2.787487,,0.000,0.000000,187.080536,15580.51,34490.70,25776.65,49024.58
,578,578,3,293.187134,3.042,0.714355,,,293.187134@3.042233,293.187134@3.042233,,0.000,0.000000,293.187134,9774.84,42070.87,23765.02,28577.42
,579,579,2,379.955322,6.705,0.655715,,,379.955322@6.704754,379.955322@6.704754,,0.000,0.000000,379.955322,8253.99,30236.33,20286.79,26792.42
,580,580,1,489.864929,15.892,0.678413,,,489.864929@15.892196,489.864929@15.892196,,0.000,0.000000,489.864929,7044.16,39712.70,31037.05,22465.18
,581,581,1,198.158173,2.620,0.557956,,,198.158173@2.620392,198.158173@2.620392,,0.000,0.000000,198.158173,5760.66,28999.39,14842.32,23549.51
,582,582,1,270.149658,2.629,0.751443,,,270.149658@2.628711,270.149658@2.628711,,0.000,0.000000,270.149658,0.00,29771.61,39173.11,29552.56
,583,583,1,582.788208,3.534,0.563594,,,582.788208@3.534250,582.788208@3.534250,,0.000,0.000000,582.788208,5143.92,28972.46,21163.28,35276.28
,584,584,1,399.192474,4.108,0.845442,,,399.192474@4.108300,399.192474@4.108300,,0.000,0.000000,399.192474,0.00,44601.79,30635.62,10744.21
,585,585,3,242.139740,11.247,0.821194,,,242.139740@11.247167,242.139740@11.247167,,0.000,0.000000,242.139740,9632.91,39080.71,23921.71,50949.22
,586,586,1,303.196411,2.620,0.830690,,,303.196411@2.620083,303.196411@2.620083,,0.000,0.000000,303.196411,9032.64,32472.10,10647.58,33988.40
,587,587,3,484.276367,2.892,0.850988,,,484.276367@2.891978,484.276367@2.891978,,0.000,0.000000,484.276367,0.00,46379.55,56205.92,38089.39
,588,588,3,817.542175,4.283,0.850366,,,817.542175@4.282917,817.542175@4.282917,,0.000,0.000000,817.542175,0.00,48546.16,48314.42,22460.44
,589,589,1,622.823853,3.607,0.770076,,,622.823853@3.607150,622.823853@3.607150,,0.000,0.000000,622.823853,32493.01,106096.68,68126.12,90876.66
,590,590,4,281.248566,2.419,0.827389,,,281.248566@2.418917,281.248566@2.418917,,0.000,0.000000,281.248566,7105726.50,1347536512.00,1473082240.00,1260184960.00
,591,591,2,211.882568,2.603,0.640393,,,211.882568@2.602511,211.882568@2.602511,,0.000,0.000000,211.882568,0.00,35151.78,15970.39,24099.56
,592,592,2,246.913498,6.723,0.801351,,,246.913498@6.722550,246.913498@6.722550,,0.000,0.000000,246.913498,7634.33,23349.02,34055.25,27596.93
,593,593,1,438.975098,14.123,0.699877,,,438.975098@14.123439,438.975098@14.123439,,0.000,0.000000,438.975098,0.00,38583.19,33128.49,35297.21
,594,594,3,282.982178,13.545,0.850248,,,282.982178@13.544766,282.982178@13.544766,,0.000,0.000000,282.982178,0.00,42686.09,36233.78,35363.27
,595,595,2,398.266113,7.018,0.845271,,,398.266113@7.018263,398.266113@7.018263,,0.000,0.000000,398.266113,4252.93,37409.99,33642.02,39976.89
,596,596,3,356.034912,4.024,0.836980,,,356.034912@4.023716,356.034912@4.023716,,0.000,0.000000,356.034912,0.00,43800.68,43424.73,39864.36
,597,597,3,717.998230,7.028,0.846007,,,717.998230@7.028072,717.998230@7.028072,,0.000,0.000000,717.998230,0.00,38562.37,27008.88,39163.02
,598,598,3,232.020309,11.213,0.849949,,,232.020309@11.213000,232.020309@11.213000,,0.000,0.000000,232.020309,18342.96,46049.38,41370.57,51470.48
,599,599,2,310.994171,13.532,0.847755,,,310.994171@13.532356,310.994171@13.532356,,0.000,0.000000,310.994171,0.00,51577.82,33796.43,32735.90
,600,600,3,817.579651,4.270,0.849976,,,817.579651@4.269867,817.579651@4.269867,,0.000,0.000000,817.579651,0.00,50331.04,53690.96,20577.82
,601,601,3,477.322174,4.102,0.845877,,,477.322174@4.101956,477.322174@4.101956,,0.000,0.000000,477.322174,0.00,46675.07,28384.82,30012.12
,602,602,1,188.137375,4.094,0.636377,,,188.137375@4.093600,188.137375@4.093600,,0.000,0.000000,188.137375,12426.31,28860.88,42347.27,22503.15
,603,603,2,247.022522,11.973,0.850698,,,247.022522@11.972966,247.022522@11.972966,,0.000,0.000000,247.022522,0.00,44884.28,27882.22,32225.65
,604,604,3,373.115631,7.002,0.839101,,,373.115631@7.002088,373.115631@7.002088,,0.000,0.000000,373.115631,2678.41,43507.83,30017.84,34506.21
,605,605,3,715.432312,4.237,0.849858,,,715.432312@4.237033,715.432312@4.237033,,0.000,0.000000,715.432312,0.00,51809.78,52543.28,47099.04
,606,606,4,280.116638,12.855,0.847948,,,280.116638@12.854962,280.116638@12.854962,,0.000,0.000000,280.116638,11746.67,33917.72,35094.38,45812.97
,607,607,2,262.997162,13.381,0.845297,,,262.997162@13.380821,262.997162@13.380821,,0.000,0.000000,262.997162,8808.21,37972.53,37910.00,17432.20
,608,608,3,394.878174,13.551,0.848121,,,394.878174@13.551228,394.878174@13.551228,,0.000,0.000000,394.878174,0.00,50486.45,37952.14,45513.95
,609,609,3,288.928864,13.545,0.849689,,,288.928864@13.544766,288.928864@13.544766,,0.000,0.000000,288.928864,0.00,55379.58,43259.31,35379.60
,610,610,2,213.032486,2.113,0.816962,,,213.032486@2.112617,213.032486@2.112617,,0.000,0.000000,213.032486,8764.24,42364.98,32907.88,36856.14
,611,611,2,351.143127,4.049,0.826584,,,351.143127@4.048767,351.143127@4.048767,,0.000,0.000000,351.143127,5140.98,38022.92,19532.30,26671.34
,612,612,2,581.427368,2.629,0.802128,,,581.427368@2.628833,581.427368@2.628833,,0.000,0.000000,581.427368,0.00,25456.08,20078.99,37279.99
,613,613,3,470.082794,11.891,0.771301,,,470.082794@11.891045,470.082794@11.891045,,0.000,0.000000,470.082794,0.00,40274.79,30097.99,32178.21
,614,614,4,259.129852,11.483,0.824238,,,259.129852@11.483479,259.129852@11.483479,,0.000,0.000000,259.129852,8055.42,47517.78,20680.07,39577.71
,615,615,4,473.306366,7.688,0.849464,,,473.306366@7.688000,473.306366@7.688000,,0.000,0.000000,473.306366,19651.69,43863.67,47818.18,45539.44
,616,616,3,238.992889,13.531,0.847972,,,238.992889@13.530988,238.992889@13.530988,,0.000,0.000000,238.992889,3803.59,51015.36,36217.58,40096.17
,617,617,3,366.228668,4.102,0.764174,,,366.228668@4.102028,366.228668@4.102028,,0.000,0.000000,366.228668,0.00,43838.50,30164.95,32311.40
,618,618,2,459.275116,6.991,0.850902,,,459.275116@6.990833,459.275116@6.990833,,0.000,0.000000,459.275116,0.00,38836.43,30997.47,30854.94
,619,619,3,391.294830,3.603,0.835924,,,391.294830@3.603433,391.294830@3.603433,,0.000,0.000000,391.294830,4369.80,27097.78,21080.60,33210.23
,620,620,3,474.872955,13.464,0.848918,,,474.872955@13.464050,474.872955@13.464050,,0.000,0.000000,474.872955,1776.86,48749.89,39733.77,44044.03
,621,621,3,216.098984,12.508,0.849346,,,216.098984@12.508499,216.098984@12.508499,,0.000,0.000000,216.098984,0.00,50582.28,50048.61,35058.21
,622,622,1,328.232300,3.349,0.779645,,,328.232300@3.349217,328.232300@3.349217,,0.000,0.000000,328.232300,8422.21,32323.66,17350.62,16705.64
,623,623,1,262.095520,2.280,0.844576,,,262.095520@2.280338,262.095520@2.280338,,0.000,0.000000,262.095520,10792.03,4772.92,39652.41,10867.66
,624,624,3,83.050278,10.994,0.809494,,,83.050278@10.993941,83.050278@10.993941,,0.000,0.000000,83.050278,7617.31,39118.72,11939.39,43982.30
,625,625,2,178.051041,3.811,0.702404,,,178.051041@3.810542,178.051041@3.810542,,0.000,0.000000,178.051041,10378.63,17439.32,19543.79,37942.89
,626,626,3,144.085968,3.018,0.848800,,,144.085968@3.018471,144.085968@3.018471,,0.000,0.000000,144.085968,6620.40,49175.74,25961.79,47093.70
,627,627,2,862.553955,6.972,0.849039,,,862.553955@6.972372,862.553955@6.972372,,0.000,0.000000,862.553955,0.00,37683.97,34515.46,29231.33
,628,628,3,240.196808,4.119,0.743709,,,240.196808@4.118546,240.196808@4.118546,,0.000,0.000000,240.196808,4231.40,49622.03,23963.46,33634.67
,629,629,2,200.002335,3.679,0.838750,,,200.002335@3.679475,200.002335@3.679475,,0.000,0.000000,200.002335,10225.39,12536.65,56097.23,29957.22
,630,630,1,683.101379,11.095,0.689297,,,683.101379@11.094945,683.101379@11.094945,,0.000,0.000000,683.101379,7327.49,44147.55,41926.82,43931.45
,631,631,2,559.982910,4.244,0.628082,,,559.982910@4.243845,559.982910@4.243845,,0.000,0.000000,559.982910,0.00,44398.38,51490.59,28517.93
,632,632,2,426.297485,3.378,0.761102,,,426.297485@3.378389,426.297485@3.378389,,0.000,0.000000,426.297485,0.00,45854.23,34032.73,16050.69
,633,633,3,187.006714,14.116,0.837463,,,187.006714@14.116427,187.006714@14.116427,,0.000,0.000000,187.006714,0.00,54194.29,37417.58,35831.23
,634,634,3,437.976288,14.095,0.754263,,,437.976288@14.095222,437.976288@14.095222,,0.000,0.000000,437.976288,0.00,44689.36,44335.23,51065.93
,635,635,4,431.250977,4.141,0.849750,,,431.250977@4.141400,431.250977@4.141400,,0.000,0.000000,431.250977,11856.57,38203.61,49354.18,51495.51
,636,636,1,531.245117,3.038,0.565886,,,531.245117@3.037575,531.245117@3.037575,,0.000,0.000000,531.245117,8818.62,29475.20,16657.78,40359.87
,637,637,3,341.244476,3.047,0.849325,,,341.244476@3.047021,341.244476@3.047021,,0.000,0.000000,341.244476,6281.65,51396.32,35186.59,40840.08
,638,638,2,525.303589,7.037,0.846249,,,525.303589@7.037246,525.303589@7.037246,,0.000,0.000000,525.303589,1569.44,44719.32,32273.19,32834.33
,639,639,3,605.317627,3.037,0.821298,,,605.317627@3.037333,605.317627@3.037333,,0.000,0.000000,605.317627,8747.74,28324.28,17947.17,49548.21
,640,640,2,114.039032,4.136,0.850779,,,114.039032@4.136300,114.039032@4.136300,,0.000,0.000000,114.039032,14891.45,45666.64,11587.33,37806.65
,641,641,3,165.837494,7.906,0.603759,,,165.837494@7.906354,165.837494@7.906354,,0.000,0.000000,165.837494,4360.24,28708.04,26244.52,32071.82
,642,642,2,286.185455,4.102,0.651340,,,286.185455@4.102039,286.185455@4.102039,,0.000,0.000000,286.185455,0.00,30051.15,30997.93,43278.39
,643,643,1,135.081589,2.606,0.540914,,,135.081589@2.605762,135.081589@2.605762,,0.000,0.000000,135.081589,2610.34,20790.94,19241.44,29400.02
,644,644,2,251.107208,2.640,0.735167,,,251.107208@2.639900,251.107208@2.639900,,0.000,0.000000,251.107208,7003.48,13051.18,51190.74,42609.91
,645,645,2,482.312561,7.018,0.786826,,,482.312561@7.017771,482.312561@7.017771,,0.000,0.000000,482.312561,5733.45,36624.26,44427.25,28096.67
,646,646,2,163.498245,4.017,0.845124,,,163.498245@4.016872,163.498245@4.016872,,0.000,0.000000,163.498245,0.00,27276.65,31732.32,34681.50
,647,647,3,453.201599,4.270,0.850231,,,453.201599@4.269792,453.201599@4.269792,,0.000,0.000000,453.201599,1233.40,42832.25,45415.68,50962.91
,648,648,2,673.133118,2.650,0.850368,,,673.133118@2.649729,673.133118@2.649729,,0.000,0.000000,673.133118,12305.48,18286.84,49453.33,49970.55
,649,649,3,361.223175,4.096,0.850484,,,361.223175@4.095684,361.223175@4.095684,,0.000,0.000000,361.223175,0.00,51974.95,32242.14,41937.50
,650,650,1,509.823334,3.438,0.818190,,,509.823334@3.438129,509.823334@3.438129,,0.000,0.000000,509.823334,4669.81,32975.14,29435.49,39720.51
,651,651,4,621.125488,2.298,0.843776,,,621.125488@2.298458,621.125488@2.298458,,0.000,0.000000,621.125488,14753.56,41593.57,50474.61,43901.74
,652,652,3,260.882874,14.473,0.732618,,,260.882874@14.472561,260.882874@14.472561,,0.000,0.000000,260.882874,0.00,32820.09,34812.58,25113.57
,653,653,3,303.181305,4.103,0.846001,,,303.181305@4.102988,303.181305@4.102988,,0.000,0.000000,303.181305,7375.34,36094.54,49887.37,42100.71
,654,654,2,107.934143,3.991,0.612377,,,107.934143@3.990633,107.934143@3.990633,,0.000,0.000000,107.934143,0.00,40149.86,49792.69,50308.64
,655,655,3,436.975342,14.123,0.847519,,,436.975342@14.123450,436.975342@14.123450,,0.000,0.000000,436.975342,0.00,35237.07,25518.83,43095.68
,656,656,3,386.237885,7.017,0.850271,,,386.237885@7.017071,386.237885@7.017071,,0.000,0.000000,386.237885,5505.78,34538.84,50357.48,51535.80
,657,657,2,169.833664,4.136,0.678520,,,169.833664@4.136300,169.833664@4.136300,,0.000,0.000000,169.833664,6656.88,22367.20,41738.78,51099.88
,658,658,1,174.056717,2.645,0.504377,,,174.056717@2.644958,174.056717@2.644958,,0.000,0.000000,174.056717,10783.91,37638.44,26128.92,48742.97
,659,659,3,212.053986,11.242,0.850872,,,212.053986@11.242088,212.053986@11.242088,,0.000,0.000000,212.053986,5525.20,28737.24,13024.73,43785.17
,660,660,3,197.856369,14.130,0.848056,,,197.856369@14.130494,197.856369@14.130494,,0.000,0.000000,197.856369,0.00,37976.79,32886.64,41361.07
,661,661,3,368.093384,11.884,0.850491,,,368.093384@11.884316,368.093384@11.884316,,0.000,0.000000,368.093384,0.00,58523.59,45932.12,57573.91
,662,662,2,512.233826,7.003,0.850793,,,512.233826@7.003067,512.233826@7.003067,,0.000,0.000000,512.233826,0.00,44641.09,44799.88,41566.13
,663,663,2,210.913803,13.557,0.850408,,,210.913803@13.557484,210.913803@13.557484,,0.000,0.000000,210.913803,0.00,57611.11,36828.45,50438.99
,664,664,1,669.166199,6.997,0.850571,,,669.166199@6.996956,669.166199@6.996956,,0.000,0.000000,669.166199,0.00,54540.25,43744.93,32518.32
,665,665,1,180.959274,13.881,0.709774,,,180.959274@13.880738,180.959274@13.880738,,0.000,0.000000,180.959274,0.00,18204.44,32603.58,28491.67
,666,666,3,398.073639,13.589,0.850578,,,398.073639@13.588761,398.073639@13.588761,,0.000,0.000000,398.073639,0.00,45860.09,51342.87,44527.95
,667,667,1,508.002167,4.096,0.681395,,,508.002167@4.095572,508.002167@4.095572,,0.000,0.000000,508.002167,0.00,27070.07,40549.28,28833.15
,668,668,2,291.111664,4.108,0.816773,,,291.111664@4.107904,291.111664@4.107904,,0.000,0.000000,291.111664,2214.58,48133.08,16132.66,53468.28
,669,669,3,344.040192,11.297,0.850419,,,344.040192@11.297482,344.040192@11.297482,,0.000,0.000000,344.040192,0.00,51242.36,19537.62,23962.42
,670,670,2,700.802002,3.517,0.619851,,,700.802002@3.517046,700.802002@3.517046,,0.000,0.000000,700.802002,7351.40,23573.57,36040.98,41721.02
,671,671,4,230.155060,2.298,0.792123,,,230.155060@2.298388,230.155060@2.298388,,0.000,0.000000,230.155060,19866.45,53367.79,53822.15,39101.38
,672,672,1,596.751709,13.475,0.842841,,,596.751709@13.475370,596.751709@13.475370,,0.000,0.000000,596.751709,2296.56,45804.41,33315.75,26245.60
,673,673,3,75.033455,13.361,0.850583,,,75.033455@13.361172,75.033455@13.361172,,0.000,0.000000,75.033455,1997.52,48700.75,55060.27,50576.00
,674,674,3,369.119080,4.088,0.837259,,,369.119080@4.088196,369.119080@4.088196,,0.000,0.000000,369.119080,6896.22,36352.86,37746.87,47295.41
,675,675,3,549.400879,2.738,0.849460,,,549.400879@2.737821,549.400879@2.737821,,0.000,0.000000,549.400879,8701.74,45896.50,36720.14,40050.56
,676,676,3,399.802094,13.959,0.850694,,,399.802094@13.959143,399.802094@13.959143,,0.000,0.000000,399.802094,2737.63,52167.29,48665.81,46834.89
,677,677,3,145.066620,13.479,0.851758,,,145.066620@13.478807,145.066620@13.478807,,0.000,0.000000,145.066620,2448.77,257152.80,263043.75,225084.86
,678,678,3,113.060799,4.079,0.622515,,,113.060799@4.078658,113.060799@4.078658,,0.000,0.000000,113.060799,82770.89,789344.31,571898.19,580221.31
,679,679,3,113.060776,11.310,0.839698,,,113.060776@11.309658,113.060776@11.309658,,0.000,0.000000,113.060776,7487.75,35311256.00,29003488.00,30361270.00
,680,680,1,313.118439,6.965,0.850631,,,313.118439@6.964738,313.118439@6.964738,,0.000,0.000000,313.118439,5648.44,50526.49,55263.66,39080.18
,681,681,2,215.055878,4.078,0.749196,,,215.055878@4.078354,215.055878@4.078354,,0.000,0.000000,215.055878,21183.38,163048.92,63941.61,167695.89
,682,682,1,218.103455,4.069,0.847129,,,218.103455@4.068512,218.103455@4.068512,,0.000,0.000000,218.103455,5705.60,29677.90,36110.69,40865.30
,683,683,4,311.233978,5.367,0.811782,,,311.233978@5.366821,311.233978@5.366821,,0.000,0.000000,311.233978,8013.50,40342.45,12162.40,27695.71
,684,684,3,319.201904,3.042,0.849956,,,319.201904@3.042108,319.201904@3.042108,,0.000,0.000000,319.201904,5412.66,29186.62,26608.47,48503.11
,685,685,2,162.893829,2.196,0.549772,,,162.893829@2.195575,162.893829@2.195575,,0.000,0.000000,162.893829,23682.05,16470.22,66893.46,27758.98
,686,686,4,216.150330,6.993,0.846007,,,216.150330@6.992905,216.150330@6.992905,,0.000,0.000000,216.150330,10524.01,28597.01,26133.93,34772.88
,687,687,1,529.244446,2.806,0.848810,,,529.244446@2.806283,529.244446@2.806283,,0.000,0.000000,529.244446,0.00,2185.59,58822.57,9488.30
,688,688,3,403.189026,3.620,0.847025,,,403.189026@3.620213,403.189026@3.620213,,0.000,0.000000,403.189026,4268.78,47690.28,35786.26,47616.57
,689,689,3,359.065247,14.181,0.849122,,,359.065247@14.180550,359.065247@14.180550,,0.000,0.000000,359.065247,2227.22,47996.01,56615.95,42425.40
,690,690,3,744.545959,3.003,0.850524,,,744.545959@3.002655,744.545959@3.002655,,0.000,0.000000,744.545959,0.00,39486.76,40992.97,41549.21
,691,691,3,127.896713,2.988,0.788813,,,127.896713@2.988271,127.896713@2.988271,,0.000,0.000000,127.896713,1652.18,33539.67,25499.88,35225.25
,692,692,3,728.488770,4.281,0.849715,,,728.488770@4.281217,728.488770@4.281217,,0.000,0.000000,728.488770,4895.31,52815.58,50012.20,48143.04
,693,693,3,380.151276,4.138,0.849401,,,380.151276@4.138059,380.151276@4.138059,,0.000,0.000000,380.151276,1165.52,37617.61,47757.94,48012.77
,694,694,3,840.576172,3.364,0.839734,,,840.576172@3.364267,840.576172@3.364267,,0.000,0.000000,840.576172,0.00,24862.88,25781.56,59398.22
,695,695,2,511.240234,7.009,0.850975,,,511.240234@7.009378,511.240234@7.009378,,0.000,0.000000,511.240234,0.00,51295.04,39262.58,30168.41
,696,696,1,575.268433,6.951,0.723591,,,575.268433@6.951304,575.268433@6.951304,,0.000,0.000000,575.268433,1185.92,26909.33,17278.04,28744.30
,697,697,3,785.527283,4.289,0.850117,,,785.527283@4.289339,785.527283@4.289339,,0.000,0.000000,785.527283,0.00,48725.69,57103.06,38629.39
,698,698,2,390.171234,4.096,0.849732,,,390.171234@4.095673,390.171234@4.095673,,0.000,0.000000,390.171234,0.00,43466.71,19810.53,11651.58
,699,699,2,798.488281,4.115,0.850397,,,798.488281@4.114656,798.488281@4.114656,,0.000,0.000000,798.488281,0.00,44673.95,45994.08,32203.16
,700,700,3,186.055832,2.950,0.851012,,,186.055832@2.950325,186.055832@2.950325,,0.000,0.000000,186.055832,1639.09,52512.55,53116.17,34382.75
,701,701,3,399.165863,3.038,0.848815,,,399.165863@3.037575,399.165863@3.037575,,0.000,0.000000,399.165863,6269.51,47751.76,24364.78,51405.61
,702,702,3,406.966797,13.520,0.850263,,,406.966797@13.519668,406.966797@13.519668,,0.000,0.000000,406.966797,0.00,40698.06,54979.39,35806.64
,703,703,1,768.600037,4.127,0.764277,,,768.600037@4.127428,768.600037@4.127428,,0.000,0.000000,768.600037,0.00,18545.71,48426.65,13637.45
,704,704,2,118.969551,7.018,0.636843,,,118.969551@7.017725,118.969551@7.017725,,0.000,0.000000,118.969551,10448.36,34456.79,34086.07,32241.39
,705,705,1,218.111313,2.616,0.659706,,,218.111313@2.615628,218.111313@2.615628,,0.000,0.000000,218.111313,0.00,38368.89,16230.44,20092.94
,706,706,3,933.188171,3.978,0.846828,,,933.188171@3.977545,933.188171@3.977545,,0.000,0.000000,933.188171,0.00,20803.03,46479.43,47731.47
,707,707,4,122.061134,2.842,0.819385,,,122.061134@2.842263,122.061134@2.842263,,0.000,0.000000,122.061134,19640.16,42588.79,41490.82,59633.58
,708,708,2,395.017853,4.024,0.838310,,,395.017853@4.023861,395.017853@4.023861,,0.000,0.000000,395.017853,0.00,27185.64,50525.25,43939.11
,709,709,4,483.319000,7.008,0.849800,,,483.319000@7.008296,483.319000@7.008296,,0.000,0.000000,483.319000,11269.90,49675.57,34676.38,43077.05
,710,710,3,448.277069,3.052,0.849030,,,448.277069@3.051575,448.277069@3.051575,,0.000,0.000000,448.277069,5371.98,34251.57,37619.78,46147.59
,711,711,3,219.049271,2.964,0.850774,,,219.049271@2.963967,219.049271@2.963967,,0.000,0.000000,219.049271,0.00,51868.25,35551.09,30452.92
,712,712,2,204.088684,4.157,0.827699,,,204.088684@4.156583,204.088684@4.156583,,0.000,0.000000,204.088684,757.38,35889.36,49745.04,42189.63
,713,713,2,72.993149,3.625,0.690016,,,72.993149@3.625292,72.993149@3.625292,,0.000,0.000000,72.993149,3679.63,43222.27,22535.95,30165.65
,714,714,2,139.112854,4.146,0.663132,,,139.112854@4.146196,139.112854@4.146196,,0.000,0.000000,139.112854,6191.24,37598.21,19737.92,31519.30
,715,715,1,160.896988,2.190,0.848528,,,160.896988@2.189504,160.896988@2.189504,,0.000,0.000000,160.896988,16586.71,13976.66,47011.11,14442.90
,716,716,3,95.050056,4.063,0.843791,,,95.050056@4.063300,95.050056@4.063300,,0.000,0.000000,95.050056,6400.11,38129.36,28225.38,39611.88
,717,717,3,460.965240,13.454,0.850525,,,460.965240@13.453650,460.965240@13.453650,,0.000,0.000000,460.965240,0.00,54085.21,52463.52,33319.58
,718,718,1,132.074753,13.758,0.637521,,,132.074753@13.757678,132.074753@13.757678,,0.000,0.000000,132.074753,0.00,40371.21,31417.35,21814.06
,719,719,4,497.354279,9.045,0.849802,,,497.354279@9.044546,497.354279@9.044546,,0.000,0.000000,497.354279,18053.48,48445.94,55557.58,57634.25
,720,720,3,264.033295,4.134,0.734167,,,264.033295@4.133700,264.033295@4.133700,,0.000,0.000000,264.033295,0.00,46981.39,39428.45,28258.17
,721,721,1,194.027649,16.081,0.548828,,,194.027649@16.081104,194.027649@16.081104,,0.000,0.000000,194.027649,1613.28,17050.77,16537.12,14553.62
,722,722,4,151.076477,2.674,0.826462,,,151.076477@2.673967,151.076477@2.673967,,0.000,0.000000,151.076477,11378.01,56127.99,36501.73,44028.86
,723,723,3,623.064880,14.123,0.814373,,,623.064880@14.123450,623.064880@14.123450,,0.000,0.000000,623.064880,0.00,30739.40,42007.76,33309.81
,724,724,4,619.471008,4.146,0.850595,,,619.471008@4.145908,619.471008@4.145908,,0.000,0.000000,619.471008,10824.46,50835.54,57913.86,41001.84
,725,725,2,305.114227,4.096,0.704566,,,305.114227@4.095673,305.114227@4.095673,,0.000,0.000000,305.114227,0.00,47108.67,31368.33,36055.36
,726,726,3,588.075134,14.053,0.849718,,,588.075134@14.053227,588.075134@14.053227,,0.000,0.000000,588.075134,0.00,41046.75,54066.55,38288.77
,727,727,1,451.232819,7.088,0.850746,,,451.232819@7.088488,451.232819@7.088488,,0.000,0.000000,451.232819,7775.39,40614.21,36051.75,48219.70
,728,728,1,146.908401,3.574,0.618152,,,146.908401@3.573975,146.908401@3.573975,,0.000,0.000000,146.908401,1587.90,27060.31,29427.29,25796.28
